path,name,street,postal_code,city,telephone
/hausarzt/pinneberg/frau-dr-med-mechthild-tammen-pinneberg,Frau Dr. med. Mechthild Tammen,Am Rathaus 2 ,25421,Pinneberg,04101 7741651
/frauenarzt/oberndorf/ildiko-husar-fachrztin-fr-frauenheilkunde-und-geburtshilfe-oberndorf,Ildiko Husar Fachärztin für Frauenheilkunde und Geburtshilfe,Kirchtorstraße 4 ,78727,Oberndorf,07423 7667
/hausarzt/landau/praxis-dr-manfred-lehmann-landau,Praxis Dr. Manfred Lehmann,Marienpl. 6a ,94405,Landau,09951 59139
/hausarzt/troisdorf/dr-heeg-troisdorf,Dr. Heeg,Pfarrer-Kenntemich-Platz 11 ,53840,Troisdorf,02241 72248
/hausarzt/esslingen-am-neckar/herr-dr-imf-klausenburg-roland-henrich,Herr Dr. (IMF Klausenburg) Roland Henrich,Schenkenbergstraße 70,73733,Esslingen am Neckar,0711 324025
/hausarzt/erfurt/praxis-fr-allgemeinmedizin-wolfgang-arand-erfurt,Praxis für Allgemeinmedizin Wolfgang Arand,Wilhelm-Busch-Straße 13 ,99099,Erfurt,0361 3731835
/hausarzt/ravensburg/dr-med-ingrid-schubert-ravensburg,Dr. med. Ingrid Schubert,Eisenbahnstraße 44 ,88212,Ravensburg,0751 23621
/hausarzt/crailsheim/herr-dr-gerhard-slavetinsky,Herr Dr. Gerhard Slavetinsky,Gartenstraße 21,74564,Crailsheim,07951 7991
/hausarzt/hueckelhoven/hausarztpraxis-baal-hckelhoven,Hausarztpraxis Baal,Aachener Str. 32 ,41836,Hückelhoven,02435 467
/hausarzt/holzgerlingen/dr-med-annemarie-trost-holzgerlingen,Dr. med. Annemarie Trost,Stäuchle 5 ,71088,Holzgerlingen,07031 609272
/hausarzt/delitzsch/dr-med-gerald-eckhardt-delitzsch,Dr. med. Gerald Eckhardt,Bitterfelder Str. 20 ,04509,Delitzsch,034202 53541
/arzt/backnang/martina-aggensteiner-backnang,Martina Aggensteiner,Schillerstraße 36 ,71522,Backnang,07191 60120
/hausarzt/ansbach/dr-med-ulrike-may-ansbach,Dr. med. Ulrike May,Nürnberger Str. 38A ,91522,Ansbach,0981 17908
/orthopaede/frankenbergsachsen/herr-dr-med-dirk-harlos-frankenbergsachsen,Herr Dr. med. Dirk Harlos,Äußere Freiberger Str. 2 ,09669,Frankenberg/Sachsen,037206 887650
/hausarzt/hofgeismar/gemeinschaftspraxis-trendelburg-hofgeismar,Gemeinschaftspraxis Trendelburg,Bürgermeister-Schirmer-Straße 4 ,34369,Hofgeismar,05671 7799949
/hausarzt/euskirchen/dr-med-elsbeth-brammertz-euskirchen,Dr. med. Elsbeth Brammertz,Kirchstraße 11 ,53879,Euskirchen,02251 2164
/arzt/burgwedel/drmed-dorothee-kiwit-putzer-burgwedel,Dr.med. Dorothee Kiwit-Putzer,Von-Alten-Straße 21A ,30938,Burgwedel,05139 8112
/arzt/sondershausen/dr-clemens-witzenhausen-sondershausen,Dr. Clemens Witzenhausen,Wilhelm-Külz-Straße 18 ,99706,Sondershausen,03632 783176
/arzt/flensburg/drcarolin-langhanke-dr-christina-brombacher-flensburg,Dr.Carolin Langhanke & Dr. Christina Brombacher,Apenrader Str. 10 ,24939,Flensburg,0461 4041
/augenarzt/aschersleben/augenarztpraxis-bredehorn-mayr-aschersleben,Augenarztpraxis Bredehorn-Mayr,Johannispromenade 3 ,06449,Aschersleben,03473 913691
/hausarzt/duisburg/herr-matthias-mahle-duisburg,Herr Matthias Mahle,Königstraße 38 ,47051,Duisburg,0203 739970
/hausarzt/herzogenrath/dr-med-oliver-fensky-herzogenrath,Dr. med. Oliver Fensky,Josefstraße 21 ,52134,Herzogenrath,02406 4091
/hausarzt/jever/hausarztpraxis-am-schlo-jever,Hausarztpraxis Am Schloß,Schloßstraße 6 ,26441,Jever,04461 9080720
/hausarzt/falkensee/hausarztpraxis-daniel-bernau-facharzt-fr-allgemeinmedizin-falkensee,Hausarztpraxis - Daniel Bernau - Facharzt für Allgemeinmedizin,Poststraße 46 ,14612,Falkensee,03322 200450
/hausarzt/dorsten/herr-dr-med-georg-haase-dorsten,Herr Dr. med. Georg Haase,Wulfener Markt 13 ,46286,Dorsten,02369 22453
/orthopaede/olsberg/dr-med-bernd-j-kamitter-olsberg,Dr. med. Bernd J. Kamitter,Ruhrstraße 25 ,59939,Olsberg,02962 7350725
/hausarzt/rottenburg/herr-dr-med-matthias-ehrt-rottenburg,Herr Dr. med. Matthias Ehrt,Tübinger Str. 16 ,72108,Rottenburg,07472 98520
/hausarzt/luenen/herr-dr-med-ulrich-hning-lnen,Herr Dr. med. Ulrich Hüning,Altstadtstraße 32 ,44534,Lünen,02306 53333
/hausarzt/schwerin/herr-dipl-med-karsten-reininghaus-schwerin,Herr Dipl.-Med. Karsten Reininghaus,August-Bebel-Straße 7 ,19055,Schwerin,0385 565360
/hausarzt/ahlen/herr-dr-med-rolf-wermes-ahlen,Herr Dr. med. Rolf Wermes,Alter Hof 5 ,59227,Ahlen,02382 81109
/hausarzt/freiburg/dr-med-christoph-reuss-freiburg,Dr. med. Christoph Reuss,Urachstraße 1 ,79100,Freiburg,0761 73521
/augenarzt/eggenfelden/dr-med-jan-wacker-eggenfelden,Dr. med. Jan Wacker,Spirknerallee 3 ,84307,Eggenfelden,08721 1553
/hausarzt/dresden/frau-dr-med-antje-rahrisch-dresden,Frau Dr. med. Antje Rahrisch,Blochmannstraße 24 ,01069,Dresden,0351 4902611
/hausarzt/gelnhausen/dr-med-rdiger-werner-fass-gelnhausen,Dr. med. Rüdiger Werner Fass,Hailerer Str. 16 ,63571,Gelnhausen,06051 476120
/arzt/freiberg/herr-dr-med-thomas-morgner-freiberg,Herr Dr. med. Thomas Morgner,Hornstraße 7 ,09599,Freiberg,03731 164780
/hausarzt/burghausen/herr-dr-med-christian-schweinberger-burghausen,Herr Dr. med. Christian Schweinberger,Wackerstraße 40 ,84489,Burghausen,08677 1883
/arzt/geilenkirchen/dr-kian-tajrobehkar-geilenkirchen,Dr. Kian Tajrobehkar,Martin-Heyden-Straße 32 ,52511,Geilenkirchen,02451 622235
/arzt/annaberg-buchholz/herr-dr-med-jrgen-schulze-annaberg-buchholz,Herr Dr. med. Jürgen Schulze,Adam-Ries-Straße 57A ,09456,Annaberg-Buchholz,03733 671334
/arzt/annaberg-buchholz/diplmed-mario-meinig-annaberg-buchholz,Dipl.Med. Mario Meinig,Barbara-Uthmann-Ring 157 ,09456,Annaberg-Buchholz,03733 672625
/hausarzt/geseke/frau-dr-med-ulrike-kleine-geseke,Frau Dr. med. Ulrike Kleine,Marktstraße 2 ,59590,Geseke,02942 6021
/orthopaede/frankenbergsachsen/drmed-ellen-barth-frankenbergsachsen,Dr.med. Ellen Barth,Äußere Freiberger Str. 2 ,09669,Frankenberg/Sachsen,037206 887650
/hausarzt/lehrte/dr-med-martin-schick-lehrte,Dr. med. Martin Schick,Zum Großen Freien 15A ,31275,Lehrte,05132 886613
/hausarzt/bochum/herr-dr-med-clemens-seifert-bochum,Herr Dr. med. Clemens Seifert,Kemnader Str. 316 ,44797,Bochum,0234 460832
/hausarzt/erlangen/drmed-christian-dbig-erlangen,Dr.med. Christian Döbig,Hilpertstraße 23 ,91052,Erlangen,09131 32788
/hausarzt/berlin/dr-mehdi-rafii-berlin,Dr. Mehdi Rafii,Schildhornstraße 85 ,12163,Berlin,030 7914346
/hausarzt/jena/praxis-dr-med-karsten-gneist-jena,Praxis Dr. med. Karsten Gneist,Wilhelm-Külz-Straße 7 ,07743,Jena,03641 449252
/arzt/schwalmstadt/drmed-frank-hellmann-schwalmstadt,Dr.med. Frank Hellmann,Schimmelpfengstraße 4 ,34613,Schwalmstadt,06691 23031
/hausarzt/siegen/dr-med-martin-mansfeld-siegen,Dr. med. Martin Mansfeld,Häuslingstraße 22 ,57074,Siegen,0271 332858
/kinderarzt/erbach/frau-dr-med-romy-schreck-erbach,Frau Dr. med. Romy Schreck,Gerhart-Hauptmann-Straße 13 ,64711,Erbach,06062 4555
/hausarzt/netphen/kinderarztpraxis-turian-westphal-ehemals-koch-netphen,Kinderarztpraxis Turian Westphal (ehemals Koch),Talstraße 16 ,57250,Netphen,02738 1693
/arzt/holzgerlingen/dr-med-dagmar-hofsss-bock-holzgerlingen,Dr. med. Dagmar Hofsäss-Bock,Böblinger Str. 2 ,71088,Holzgerlingen,07031 7249340
/hausarzt/freiburg/dr-med-stefan-rahner-freiburg,Dr. med. Stefan Rahner,Lorettostraße 2 ,79100,Freiburg,0761 71759
/arzt/schwedtoder/praxisgemeinschaft-fr-urologie-zenk-roszyk-schwedtoder,Praxisgemeinschaft für Urologie Zenk & Roszyk,Berliner Allee 5 ,16303,Schwedt/Oder,03332 421602
/hausarzt/schwerin/dr-med-torsten-dahlmann-schwerin,Dr. med. Torsten Dahlmann,Röntgenstraße 11 ,19055,Schwerin,0385 5557130
/hausarzt/witten/dr-berg-witten,Dr. Berg,Beethovenstraße 14 ,58452,Witten,02302 52807
/augenarzt/fritzlar/drmed-jrg-bgeholz-fritzlar,Dr.med. Jörg Bögeholz,Kasseler Str. 6 ,34560,Fritzlar,05622 915583
/hausarzt/oberndorf/herr-m-d-univ-damaskus-leon-darwisch-oberndorf,Herr M. D. (Univ. Damaskus) Leon Darwisch,Hauptstraße 4 ,78727,Oberndorf,07423 2380
/hausarzt/reutlingen/herr-dr-med-till-reckert-reutlingen,Herr Dr. med. Till Reckert,Lederstraße 118 ,72764,Reutlingen,07121 334438
/hausarzt/freiberg/herr-dr-med-sigurd-bochmann-freiberg,Herr Dr. med. Sigurd Bochmann,Obergasse 24 ,09599,Freiberg,03731 22277
/hausarzt/eichstaett/dr-med-margret-bauer-eichsttt,Dr. med. Margret Bauer,Luitpoldstraße 16 ,85072,Eichstätt,08421 97440
/hausarzt/solingen/drmed-hans-peter-holbeck-solingen,Dr.med. Hans-Peter Holbeck,Gräfrather Markt 6 ,42653,Solingen,0212 59753
/arzt/erkner/thorsten-kruse-facharzt-fuer-innere-medizin-8836,Thorsten Kruse Facharzt für Innere Medizin,Schleusenstraße 50,15569,Erkner,03362 75806
/orthopaede/ottweiler/drmed-axel-wolf-facharzt-fr-orthopdie-ottweiler,Dr.med. Axel Wolf Facharzt für Orthopädie,Schloßstraße 2 ,66564,Ottweiler,06824 91610
/hausarzt/beelitz/frau-dipl-med-ramona-wendland-beelitz,Frau Dipl.-Med. Ramona Wendland,Trebbiner Str. 22 ,14547,Beelitz,033204 630130
/arzt/lohr/herr-dr-med-dirk-trautvetter-lohr,Herr Dr. med. Dirk Trautvetter,Uhrmachergasse 5 ,97816,Lohr,09352 807831
/hausarzt/greifswald/drmed-mathias-meyer-facharzt-fr-allgemeinmedizin-greifswald,Dr.med. Mathias Meyer Facharzt für Allgemeinmedizin,Lange Reihe 89A ,17489,Greifswald,03834 508500
/hausarzt/haseluenne/drmed-andreas-euler-haselnne,Dr.med. Andreas Euler,Hammer Str. 9 ,49740,Haselünne,05961 5431
/hausarzt/mittweida/dr-steffen-schreiber-mittweida,Dr Steffen Schreiber,Lauenhainer Str. 59 ,09648,Mittweida,03727 600130
/hausarzt/petersberg/herr-dr-med-michael-harre-petersberg,Herr Dr. med. Michael Harre,Brauhausstraße 5 ,36100,Petersberg,0661 65055
/arzt/bautzen/dr-med-markus-hentschel-bautzen,Dr. med. Markus Hentschel,Töpferstraße 17 ,02625,Bautzen,03591 47089
/hausarzt/philippsburg/frau-dr-med-annette-weik-scheurer-philippsburg,Frau Dr. med. Annette Weik-Scheurer,Marktpl. 21 ,76661,Philippsburg,07256 4785
/hausarzt/luedenscheid/herr-dr-med-volker-budde-ldenscheid,Herr Dr. med. Volker Budde,Freiherr-vom-Stein-Straße 24 ,58511,Lüdenscheid,02351 4325573
/hausarzt/buchen-odenwald/herr-helmut-koenig-5360,Herr Helmut König,Brucknerstraße 13,74722,Buchen (Odenwald),06281 52420
/arzt/eschwege/herr-dr-med-roman-ergang-eschwege,Herr Dr. med. Roman Ergang,Boyneburger Str. 7 ,37269,Eschwege,05651 32357
/hausarzt/giessen/herr-dr-med-jrgen-fhrer-gieen,Herr Dr. med. Jürgen Führer,Liebigstraße 20 ,35392,Gießen,0641 9790040
/hausarzt/ahaus/dr-barbara-tielkes-ahaus,Dr. Barbara Tielkes,Burgstraße 9 ,48683,Ahaus,02561 987333
/hausarzt/sulzbach-rosenberg/claudius-rothbauer-sulzbach-rosenberg,Claudius Rothbauer,Rosenberger Str. 31 ,92237,Sulzbach-Rosenberg,09661 3011
/hausarzt/baunatal/michael-frlich-baunatal,Michael Frölich,Heinrich-Nordhoff-Straße 7 ,34225,Baunatal,0561 495811
/hausarzt/eberswalde/dr-med-konstantin-zellmer-eberswalde,Dr. med. Konstantin Zellmer,Karl-Liebknecht-Straße 2 ,16225,Eberswalde,03334 212983
/zahnarzt/landau/frau-prof-dr-med-dent-claudia-reicheneder-landau,Frau Prof. Dr. med. dent. Claudia Reicheneder,Hauptstraße 91 ,94405,Landau,09951 6049290
/arzt/loebau/herr-dipl-med-helmer-hache-lbau,Herr Dipl.-Med. Helmer Hache,Breitscheidstraße 24 ,02708,Löbau,03585 862885
/augenarzt/frankenbergsachsen/dr-ute-hunger-frankenbergsachsen,Dr. Ute Hunger,Gartenstraße 27 ,09669,Frankenberg/Sachsen,037206 70338
/hausarzt/bargteheide/drmedsandra-nagel-bargteheide,Dr.Med.Sandra Nagel,Rathausstraße 33A ,22941,Bargteheide,04532 23951
/hausarzt/eschborn/doctor-ivona-djoric-eschborn,Doctor Ivona Djoric,Hauptstraße 30 ,65760,Eschborn,06196 46663
/arzt/luedenscheid/herr-dr-med-dietrich-kmpfe-ldenscheid,Herr Dr. med. Dietrich Kämpfe,Rathauspl. 3 ,58507,Lüdenscheid,02351 6643540
/augenarzt/balve/dr-med-theodor-vorhoff-balve,Dr. med. Theodor Vorhoff,Am Drostenpl. 7 ,58802,Balve,02375 91970
/hausarzt/itzehoe/hausarztpraxis-aust-itzehoe,Hausarztpraxis Aust,Lübscher Kamp 18 ,25524,Itzehoe,04821 82185
/hausarzt/hennef/drmed-manfred-maylahn-praktischer-arzt-hennef,Dr.med. Manfred Maylahn Praktischer Arzt,Marktpl. 48 ,53773,Hennef,02242 7579
/hausarzt/gera/drmed-susanna-remmler-gera,Dr.med. Susanna Remmler,Johannes-R.-Becher-Straße 1/1. Etage ,07546,Gera,0365 85502200
/hausarzt/goerlitz/frau-dr-med-elisabeth-domsgen-grlitz,Frau Dr. med. Elisabeth Domsgen,Grüner Graben 8 ,02826,Görlitz,03581 83055
/hausarzt/fuerstenwaldespree/frau-dr-med-brnig-frstenwaldespree,Frau Dr. med. Brünig,Jahnstraße 38A ,15517,Fürstenwalde/Spree,03361 32010
/hausarzt/soest/dr-med-barbara-knollmann-soest,Dr. med. Barbara Knollmann,Marktstraße 2 ,59494,Soest,02921 13210
/hausarzt/wismar/dr-romy-kujat-wismar,Dr. Romy Kujat,Turnerweg 4 ,23966,Wismar,03841 282876
/hausarzt/ebersbach/frau-dr-med-danijela-arizanovic-ebersbach,Frau Dr. med. Danijela Arizanovic,Hauptstraße 19 ,73061,Ebersbach,07163 8288
/hausarzt/bad-waldsee/herr-dr-hc-ulf-michael-deckers,Herr Dr. h.c. Ulf Michael Deckers,Friedhofstraße 4,88339,Bad Waldsee,07524 1417
/hausarzt/loeningen/medizinisches-versorgungszhasetal-lningen-lningen,Medizinisches Versorgungsz.Hasetal Löningen,St.Annen Str. 9 ,49624,Löningen,05431 156710
/arzt/erndtebrueck/praxis-said-moshref-erndtebrck,Praxis Said Moshref,Mühlenweg 4 ,57339,Erndtebrück,02753 6046088
/hausarzt/frankfurt/dr-med-cpanijel-rath-fachrztin-f-allgemeinmedizin-frankfurt,Dr. med. C.Panijel-Rath Fachärztin f. Allgemeinmedizin,Am Salzhaus 4 ,60311,Frankfurt,069 284333
/hausarzt/freital/dipl-med-kerstin-steinbach-freital,Dipl. Med. Kerstin Steinbach,Schachtstraße 3 ,01705,Freital,0351 6411240
/hausarzt/gruenstadt/dr-med-carsten-blume-grnstadt,Dr. med. Carsten Blume,Verladepl. 2 ,67269,Grünstadt,06359 931120
/kinderarzt/isny/dr-med-alexander-moch-isny,Dr. med. Alexander Moch,Lindauer Str. 42 ,88316,Isny,07562 9815470
/hausarzt/clausthal-zellerfeld/frau-dr-med-friederike-bahr-clausthal-zellerfeld,Frau Dr. med. Friederike Bahr,Adolph-Roemer-Straße 23 ,38678,Clausthal-Zellerfeld,05323 2388
/hausarzt/goslar/herr-dr-med-andreas-eisenhardt-goslar,Herr Dr. med. Andreas Eisenhardt,Hirschberger Str. 1 ,38642,Goslar,05321 8740
/hausarzt/bueren/dr-pikrun-bren,Dr. Pikrun,Bahnhofstraße 22 ,33142,Büren,02951 98120
/arzt/loebau/dipl-med-anke-siegert-lbau,Dipl. med. Anke Siegert,Sachsenstraße 4 ,02708,Löbau,03585 861855
/hausarzt/neuberg/drmed-peter-rdiger-tippe-facharzt-fr-allgemeinmedizin-neuberg,Dr.med. Peter Rüdiger Tippe Facharzt für Allgemeinmedizin,Langendiebacher Str. 11 ,63543,Neuberg,06183 928542
/hausarzt/wiesbaden/herr-olav-heringer-wiesbaden,Herr Olav Heringer,Langenbeckpl. 2 ,65189,Wiesbaden,0611 205090
/hausarzt/felsberg/frau-dr-med-karin-schte-felsberg,Frau Dr. med. Karin Schüte,Neue Str. 14 ,34587,Felsberg,05662 4444
/hausarzt/gummersbach/hausarztpraxis-dr-medicina-d-toma-gummersbach,Hausarztpraxis Dr. (Medicina) D. Toma,Gummersbacher Str. 21 ,51645,Gummersbach,02261 26928
/hausarzt/versmold/herr-alexander-sinica-versmold,Herr Alexander Sinica,Wersestraße 15 ,33775,Versmold,05423 48999
/hausarzt/mannheim/prof-dr-med-manfred-hensel-mannheim,Prof. Dr. med. Manfred Hensel,Q5 14-22 ,68161,Mannheim,0621 1819490
/arzt/munster/dr-susanne-hrter-munster,Dr. Susanne Härter,Am Exerzierpl. 16-18 ,29633,Munster,05192 2864098
/hausarzt/beckum/dr-med-hans-thomas-thompson,,,,,
/hausarzt/loebau/praxis-gries-mudr-ohera-lbau,Praxis Gries/ MUDr Ohera,Breitscheidstraße 9 ,02708,Löbau,03585 862259
/hausarzt/rostock/frau-dipl-med-susanne-decker-rostock,Frau Dipl.-Med. Susanne Decker,Wismarsche Str. 32 ,18057,Rostock,0381 4997999
/hausarzt/jessen/dr-med-stefan-kluge-dr-med-dirk-stanitz-jessen,Dr. med. Stefan Kluge & Dr. med. Dirk Stanitz,Geschwister-Scholl-Straße 2A ,06917,Jessen,03537 213621
/hausarzt/emmerich/herr-dariusz-markowski-emmerich,Herr Dariusz Markowski,Wollenweberstraße 18 ,46446,Emmerich,02822 711908
/hausarzt/celle/frau-dr-med-gisela-winterhoff-celle,Frau Dr. med. Gisela Winterhoff,Weißer Wall 3 ,29221,Celle,05141 23334
/hausarzt/bad-wurzach/dr-bernd-lindenmaier-bad,Dr. Bernd Lindenmaier,Schloßstraße 5 ,88410,Bad Wurzach,07564 1301
/augenarzt/schneeberg/herr-dr-med-thomas-windisch-schneeberg,Herr Dr. med. Thomas Windisch,Neustädtler Str. 4 ,08289,Schneeberg,03772 22745
/hausarzt/borken-hessen/dr-med-sabine-hess-fachaerztin-f-allgemeinmedizin-2076,Dr. med. Sabine Heß Fachärztin f. Allgemeinmedizin,Bahnhofstraße 34,34582,Borken (Hessen),05682 7334848
/hausarzt/cloppenburg/arztpraxis-tatjana-tissen-und-katharina-inomjonov-cloppenburg,Arztpraxis Tatjana Tissen und Katharina Inomjonov,Löninger Str. 13 ,49661,Cloppenburg,04471 94820
/hausarzt/cottbus/herr-dr-med-andreas-pietzko-cottbus,Herr Dr. med. Andreas Pietzko,Süd 10 ,03044,Cottbus,0355 7840741
/hausarzt/betzdorf/drmed-rainer-banzhaf-facharzt-fr-allgemeinmedizin-betzdorf,Dr.med. Rainer Banzhaf Facharzt für Allgemeinmedizin,Viktoriastraße 11 ,57518,Betzdorf,02741 22345
/hausarzt/frankenberg-eder/dr-ulrike-ursula-eckel,Dr. Ulrike Ursula Eckel,Bahnhofstraße 26,35066,Frankenberg (Eder),06451 25602
/arzt/esslingen-am-neckar/herr-dr-med-georg-mayer,Herr Dr. med. Georg Mayer,Ottilienplatz 15,73728,Esslingen am Neckar,0711 355212
/hausarzt/grevenbroich/frau-monika-plug-gnther-grevenbroich,Frau Monika Plug-Günther,Wilhelmitenstraße 10 ,41515,Grevenbroich,02181 659511
/hausarzt/bautzen/dr-med-ekkehard-seeliger-facharzt-fuer-allgemeinmedizin,,,,,
/hausarzt/giengen/praxis-dr-softic-giengen,Praxis Dr. Softic,Ulmer Str. 55 ,89537,Giengen,07322 919191
/hausarzt/bergisch-gladbach/dr-annette-knoll-9721,Dr. Annette Knoll,Hauptstraße 218-220,51465,Bergisch Gladbach,02202 30711
/hausarzt/sendenhorst/dr-udo-hecke-sendenhorst,Dr. Udo Hecke,Weststraße 17 ,48324,Sendenhorst,02526 565
/hausarzt/gruenberg/herr-dr-med-christian-becker-grnberg,Herr Dr. med. Christian Becker,Krool 9 ,35305,Grünberg,06401 1278
/augenarzt/versmold/dr-nicola-buch-pleitner-versmold,Dr. Nicola Buch-Pleitner,Markusweg 1 ,33775,Versmold,05423 6123
/hausarzt/melsungen/drmed-ulrike-jehle-sinning-melsungen,Dr.med. Ulrike Jehle-Sinning,Bahnhofstraße 16 ,34212,Melsungen,05661 6110
/arzt/tharandt/myriam-mller-tharandt,Myriam Müller,Roßmäßlerstraße 7 ,01737,Tharandt,035203 186924
/hausarzt/ludwigsburg/frau-dr-med-ute-jesse-ludwigsburg,Frau Dr. med. Ute Jesse,Martin-Luther-Straße 79/2 ,71636,Ludwigsburg,07141 2982525
